user_id,job_role,company_remote,salary_usd,location,nomad_visa,productivity,burnout_level,timestamp
DN-2023-1538,Digital Marketer,Y,75076,"Ho Chi Minh City, Vietnam",Y,10,3,2027-03-18
DN-2023-1539,DevOps Engineer,N,113324,"Medellin, Colombia",Y,4,4,2027-03-19
DN-2023-1540,UX Designer,Y,60930,"Dubai, UAE",Y,9,5,2027-03-20
DN-2023-1541,Data Scientist,N,134546,"Ho Chi Minh City, Vietnam",Y,6,2,2027-03-21
DN-2023-1542,Graphic Designer,Y,74352,"Dubai, UAE",Y,6,5,2027-03-22
DN-2023-1543,Product Manager,N,158652,"Dubai, UAE",Y,9,1,2027-03-23
DN-2023-1544,Product Manager,N,114755,"Barcelona, Spain",N,9,4,2027-03-24
DN-2023-1545,Digital Marketer,Y,54704,"Lisbon, Portugal",N,5,2,2027-03-25
DN-2023-1546,DevOps Engineer,Y,107642,"Medellin, Colombia",Y,4,5,2027-03-26
DN-2023-1547,UX Designer,Y,89784,"Bangkok, Thailand",N,8,2,2027-03-27
DN-2023-1548,Content Creator,Y,79825,"Medellin, Colombia",Y,5,1,2027-03-28
DN-2023-1549,Product Manager,N,85091,"Dubai, UAE",Y,7,4,2027-03-29
DN-2023-1550,UX Designer,N,62073,"Tallinn, Estonia",N,4,2,2027-03-30
DN-2023-1551,Data Scientist,Y,67962,"Tallinn, Estonia",Y,10,1,2027-03-31
DN-2023-1552,SEO Specialist,Y,100885,"Lisbon, Portugal",N,9,3,2027-04-01
DN-2023-1553,DevOps Engineer,Y,109840,"Barcelona, Spain",Y,6,2,2027-04-02
DN-2023-1554,Software Developer,Y,62940,"Barcelona, Spain",Y,4,4,2027-04-03
DN-2023-1555,UX Designer,Y,81718,"Dubai, UAE",Y,8,6,2027-04-04
DN-2023-1556,Data Scientist,N,93032,"Dubai, UAE",N,3,6,2027-04-05
DN-2023-1557,Content Creator,N,48439,"Berlin, Germany",N,10,2,2027-04-06
DN-2023-1558,Graphic Designer,Y,58121,"Berlin, Germany",N,4,2,2027-04-07
DN-2023-1559,Software Developer,Y,75433,"Dubai, UAE",N,10,1,2027-04-08
DN-2023-1560,Graphic Designer,Y,93951,"Ho Chi Minh City, Vietnam",Y,4,5,2027-04-09
DN-2023-1561,Content Creator,Y,52974,"Medellin, Colombia",Y,6,6,2027-04-10
DN-2023-1562,Data Scientist,Y,49477,"Ho Chi Minh City, Vietnam",N,6,5,2027-04-11
DN-2023-1563,Product Manager,Y,70117,"Barcelona, Spain",Y,3,6,2027-04-12
DN-2023-1564,Graphic Designer,N,49718,"Bangkok, Thailand",N,9,2,2027-04-13
DN-2023-1565,Software Developer,Y,70747,"Medellin, Colombia",Y,7,4,2027-04-14
DN-2023-1566,Digital Marketer,Y,58479,"Ho Chi Minh City, Vietnam",Y,5,4,2027-04-15
DN-2023-1567,Data Analyst,N,106087,"Ho Chi Minh City, Vietnam",Y,3,6,2027-04-16
DN-2023-1568,UX Designer,N,57679,"Bali, Indonesia",N,9,6,2027-04-17
DN-2023-1569,Product Manager,Y,86832,"Medellin, Colombia",N,7,1,2027-04-18
DN-2023-1570,Graphic Designer,Y,95043,"Bangkok, Thailand",Y,8,2,2027-04-19
DN-2023-1571,SEO Specialist,Y,90161,"Lisbon, Portugal",Y,5,2,2027-04-20
DN-2023-1572,UX Designer,N,97917,"Lisbon, Portugal",Y,6,5,2027-04-21
DN-2023-1573,Digital Marketer,N,128861,"Ho Chi Minh City, Vietnam",Y,4,1,2027-04-22
DN-2023-1574,Content Creator,Y,75537,"Dubai, UAE",N,4,3,2027-04-23
DN-2023-1575,Data Analyst,Y,90389,"Bangkok, Thailand",Y,7,4,2027-04-24
DN-2023-1576,Data Scientist,N,97397,"Bangkok, Thailand",Y,6,4,2027-04-25
DN-2023-1577,Digital Marketer,Y,78751,"Barcelona, Spain",Y,8,2,2027-04-26
DN-2023-1578,Digital Marketer,Y,77788,"Tallinn, Estonia",Y,5,1,2027-04-27
DN-2023-1579,Content Creator,Y,51819,"Bali, Indonesia",N,9,3,2027-04-28
DN-2023-1580,DevOps Engineer,Y,100078,"Barcelona, Spain",Y,6,4,2027-04-29
DN-2023-1581,Content Creator,Y,68916,"Bangkok, Thailand",Y,4,1,2027-04-30
DN-2023-1582,DevOps Engineer,N,66129,"Mexico City, Mexico",N,7,3,2027-05-01
DN-2023-1583,DevOps Engineer,N,148686,"Dubai, UAE",Y,7,6,2027-05-02
DN-2023-1584,Product Manager,Y,95252,"Bangkok, Thailand",N,7,2,2027-05-03
DN-2023-1585,Product Manager,Y,88796,"Bali, Indonesia",Y,5,5,2027-05-04
DN-2023-1586,Software Developer,Y,83579,"Bangkok, Thailand",Y,10,4,2027-05-05
DN-2023-1587,Graphic Designer,Y,78097,"Medellin, Colombia",Y,10,4,2027-05-06
DN-2023-1588,Graphic Designer,Y,40128,"Medellin, Colombia",Y,6,3,2027-05-07
DN-2023-1589,Data Scientist,N,102826,"Berlin, Germany",Y,7,5,2027-05-08
DN-2023-1590,Graphic Designer,Y,44576,"Bali, Indonesia",Y,8,6,2027-05-09
DN-2023-1591,Product Manager,Y,158170,"Ho Chi Minh City, Vietnam",Y,9,1,2027-05-10
DN-2023-1592,Software Developer,Y,81936,"Tallinn, Estonia",Y,10,2,2027-05-11
DN-2023-1593,Software Developer,N,56445,"Ho Chi Minh City, Vietnam",N,10,1,2027-05-12
DN-2023-1594,DevOps Engineer,N,180000,"Tallinn, Estonia",N,7,3,2027-05-13
DN-2023-1595,Content Creator,N,60966,"Tallinn, Estonia",Y,4,4,2027-05-14
DN-2023-1596,Data Scientist,N,100080,"Tallinn, Estonia",Y,6,6,2027-05-15
DN-2023-1597,DevOps Engineer,Y,83445,"Lisbon, Portugal",N,8,4,2027-05-16
DN-2023-1598,Content Creator,Y,45389,"Tallinn, Estonia",N,6,1,2027-05-17
DN-2023-1599,Graphic Designer,Y,67278,"Bangkok, Thailand",Y,4,6,2027-05-18
DN-2023-1600,DevOps Engineer,Y,42513,"Mexico City, Mexico",Y,9,2,2027-05-19
DN-2023-1601,UX Designer,Y,100701,"Bali, Indonesia",Y,7,3,2027-05-20
DN-2023-1602,Graphic Designer,Y,45496,"Mexico City, Mexico",Y,8,2,2027-05-21
DN-2023-1603,Content Creator,Y,51619,"Berlin, Germany",N,10,3,2027-05-22
DN-2023-1604,Data Scientist,Y,102633,"Bangkok, Thailand",N,9,2,2027-05-23
DN-2023-1605,Content Creator,Y,54656,"Tallinn, Estonia",N,9,1,2027-05-24
DN-2023-1606,DevOps Engineer,N,101282,"Lisbon, Portugal",Y,5,5,2027-05-25
DN-2023-1607,DevOps Engineer,Y,70993,"Barcelona, Spain",Y,8,6,2027-05-26
DN-2023-1608,Digital Marketer,Y,109722,"Ho Chi Minh City, Vietnam",N,8,3,2027-05-27
DN-2023-1609,Data Scientist,Y,107668,"Medellin, Colombia",Y,9,1,2027-05-28
DN-2023-1610,SEO Specialist,Y,57761,"Bali, Indonesia",Y,9,4,2027-05-29
DN-2023-1611,Graphic Designer,Y,66182,"Mexico City, Mexico",Y,7,4,2027-05-30
DN-2023-1612,Software Developer,Y,56361,"Bangkok, Thailand",Y,7,2,2027-05-31
DN-2023-1613,Data Scientist,Y,135965,"Barcelona, Spain",Y,10,4,2027-06-01
DN-2023-1614,Software Developer,Y,83153,"Dubai, UAE",Y,6,5,2027-06-02
DN-2023-1615,Data Scientist,Y,65328,"Dubai, UAE",N,4,3,2027-06-03
DN-2023-1616,Data Scientist,Y,101468,"Medellin, Colombia",N,8,2,2027-06-04
DN-2023-1617,Content Creator,Y,58955,"Dubai, UAE",Y,4,3,2027-06-05
DN-2023-1618,Data Scientist,Y,58574,"Ho Chi Minh City, Vietnam",N,4,3,2027-06-06
DN-2023-1619,Digital Marketer,Y,86745,"Berlin, Germany",Y,9,1,2027-06-07
DN-2023-1620,SEO Specialist,Y,86186,"Dubai, UAE",Y,10,4,2027-06-08
DN-2023-1621,DevOps Engineer,Y,110975,"Medellin, Colombia",N,4,6,2027-06-09
DN-2023-1622,Data Analyst,Y,80477,"Berlin, Germany",Y,5,3,2027-06-10
DN-2023-1623,Software Developer,Y,81320,"Ho Chi Minh City, Vietnam",Y,9,5,2027-06-11
DN-2023-1624,DevOps Engineer,Y,89859,"Medellin, Colombia",N,10,5,2027-06-12
DN-2023-1625,Data Analyst,N,111906,"Dubai, UAE",N,7,6,2027-06-13
DN-2023-1626,SEO Specialist,N,81178,"Tallinn, Estonia",Y,4,4,2027-06-14
DN-2023-1627,SEO Specialist,N,98328,"Bali, Indonesia",Y,6,4,2027-06-15
DN-2023-1628,Software Developer,Y,91412,"Dubai, UAE",Y,10,2,2027-06-16
DN-2023-1629,Software Developer,Y,86126,"Medellin, Colombia",Y,4,2,2027-06-17
DN-2023-1630,SEO Specialist,Y,72311,"Bali, Indonesia",Y,5,2,2027-06-18
DN-2023-1631,Data Analyst,Y,81588,"Bali, Indonesia",Y,4,4,2027-06-19
DN-2023-1632,Data Scientist,Y,84377,"Berlin, Germany",N,7,3,2027-06-20
DN-2023-1633,Graphic Designer,Y,94394,"Ho Chi Minh City, Vietnam",Y,7,1,2027-06-21
DN-2023-1634,UX Designer,N,77929,"Dubai, UAE",Y,5,6,2027-06-22
DN-2023-1635,DevOps Engineer,Y,73357,"Barcelona, Spain",Y,7,6,2027-06-23
DN-2023-1636,Content Creator,N,70291,"Tallinn, Estonia",Y,3,6,2027-06-24
DN-2023-1637,DevOps Engineer,Y,84743,"Ho Chi Minh City, Vietnam",N,7,2,2027-06-25
DN-2023-1638,Content Creator,Y,66478,"Barcelona, Spain",Y,8,1,2027-06-26
DN-2023-1639,Data Analyst,Y,63766,"Barcelona, Spain",N,10,5,2027-06-27
DN-2023-1640,Content Creator,Y,59189,"Mexico City, Mexico",N,10,4,2027-06-28
DN-2023-1641,Software Developer,N,82592,"Berlin, Germany",N,7,5,2027-06-29
DN-2023-1642,Graphic Designer,Y,77711,"Lisbon, Portugal",Y,8,2,2027-06-30
DN-2023-1643,Graphic Designer,Y,58939,"Bangkok, Thailand",N,8,3,2027-07-01
DN-2023-1644,Software Developer,N,90254,"Bangkok, Thailand",Y,7,2,2027-07-02
DN-2023-1645,Digital Marketer,Y,89424,"Berlin, Germany",Y,9,1,2027-07-03
DN-2023-1646,Data Analyst,N,107088,"Berlin, Germany",Y,5,2,2027-07-04
DN-2023-1647,Digital Marketer,Y,59723,"Barcelona, Spain",Y,7,6,2027-07-05
DN-2023-1648,Digital Marketer,Y,54404,"Berlin, Germany",Y,10,3,2027-07-06
DN-2023-1649,DevOps Engineer,Y,135325,"Barcelona, Spain",Y,9,3,2027-07-07
DN-2023-1650,SEO Specialist,Y,93141,"Ho Chi Minh City, Vietnam",Y,4,4,2027-07-08
DN-2023-1651,DevOps Engineer,Y,81661,"Lisbon, Portugal",N,9,4,2027-07-09
DN-2023-1652,SEO Specialist,Y,79590,"Mexico City, Mexico",Y,6,6,2027-07-10
DN-2023-1653,UX Designer,N,79364,"Barcelona, Spain",Y,9,3,2027-07-11
DN-2023-1654,Content Creator,N,67380,"Berlin, Germany",N,4,6,2027-07-12
DN-2023-1655,SEO Specialist,Y,59958,"Bali, Indonesia",Y,7,3,2027-07-13
DN-2023-1656,Software Developer,Y,87123,"Dubai, UAE",N,6,1,2027-07-14
DN-2023-1657,DevOps Engineer,Y,90190,"Bangkok, Thailand",N,4,2,2027-07-15
DN-2023-1658,Data Analyst,Y,83390,"Lisbon, Portugal",Y,10,4,2027-07-16
DN-2023-1659,Content Creator,Y,49200,"Dubai, UAE",Y,6,1,2027-07-17
DN-2023-1660,UX Designer,Y,81437,"Medellin, Colombia",N,9,2,2027-07-18
DN-2023-1661,SEO Specialist,Y,56323,"Berlin, Germany",N,8,4,2027-07-19
DN-2023-1662,UX Designer,Y,59541,"Barcelona, Spain",N,8,6,2027-07-20
DN-2023-1663,Data Analyst,N,89928,"Mexico City, Mexico",Y,10,1,2027-07-21
DN-2023-1664,Digital Marketer,Y,117132,"Bali, Indonesia",N,10,5,2027-07-22
DN-2023-1665,Graphic Designer,Y,66076,"Mexico City, Mexico",Y,8,5,2027-07-23
DN-2023-1666,Data Analyst,Y,29700,"Dubai, UAE",Y,6,4,2027-07-24
DN-2023-1667,Product Manager,Y,79774,"Bali, Indonesia",Y,6,1,2027-07-25
DN-2023-1668,Data Analyst,Y,92738,"Tallinn, Estonia",Y,8,2,2027-07-26
DN-2023-1669,UX Designer,Y,51688,"Bangkok, Thailand",N,5,2,2027-07-27
DN-2023-1670,Software Developer,N,96622,"Berlin, Germany",N,4,1,2027-07-28
DN-2023-1671,DevOps Engineer,Y,89831,"Medellin, Colombia",N,7,5,2027-07-29
DN-2023-1672,Software Developer,Y,98828,"Dubai, UAE",Y,6,1,2027-07-30
DN-2023-1673,UX Designer,N,75705,"Barcelona, Spain",Y,4,5,2027-07-31
DN-2023-1674,DevOps Engineer,N,80717,"Bangkok, Thailand",N,7,5,2027-08-01
DN-2023-1675,Product Manager,Y,108464,"Medellin, Colombia",Y,8,6,2027-08-02
DN-2023-1676,Graphic Designer,Y,57492,"Mexico City, Mexico",N,6,6,2027-08-03
DN-2023-1677,Content Creator,Y,56620,"Bangkok, Thailand",N,6,2,2027-08-04
DN-2023-1678,UX Designer,Y,100241,"Medellin, Colombia",N,5,4,2027-08-05
DN-2023-1679,SEO Specialist,Y,91162,"Medellin, Colombia",Y,5,3,2027-08-06
DN-2023-1680,UX Designer,Y,36181,"Mexico City, Mexico",N,4,1,2027-08-07
DN-2023-1681,UX Designer,Y,86383,"Medellin, Colombia",N,9,5,2027-08-08
DN-2023-1682,DevOps Engineer,Y,111647,"Lisbon, Portugal",Y,4,1,2027-08-09
DN-2023-1683,Data Scientist,Y,111994,"Bali, Indonesia",N,8,4,2027-08-10
DN-2023-1684,Data Analyst,Y,60594,"Lisbon, Portugal",Y,5,4,2027-08-11
DN-2023-1685,Data Scientist,Y,102757,"Mexico City, Mexico",Y,4,3,2027-08-12
DN-2023-1686,Product Manager,Y,88811,"Ho Chi Minh City, Vietnam",N,8,3,2027-08-13
DN-2023-1687,SEO Specialist,Y,54763,"Bangkok, Thailand",N,9,5,2027-08-14
DN-2023-1688,Graphic Designer,Y,71233,"Tallinn, Estonia",N,9,6,2027-08-15
DN-2023-1689,Digital Marketer,Y,74417,"Barcelona, Spain",Y,7,3,2027-08-16
DN-2023-1690,Product Manager,Y,122429,"Barcelona, Spain",Y,3,6,2027-08-17
DN-2023-1691,Digital Marketer,Y,58629,"Dubai, UAE",N,7,6,2027-08-18
DN-2023-1692,Digital Marketer,Y,50280,"Dubai, UAE",Y,5,5,2027-08-19
DN-2023-1693,Graphic Designer,N,66131,"Mexico City, Mexico",Y,7,2,2027-08-20
DN-2023-1694,Software Developer,N,93102,"Dubai, UAE",Y,3,6,2027-08-21
DN-2023-1695,Data Scientist,Y,82348,"Barcelona, Spain",Y,5,5,2027-08-22
DN-2023-1696,UX Designer,Y,27000,"Lisbon, Portugal",N,10,3,2027-08-23
DN-2023-1697,Content Creator,Y,63125,"Tallinn, Estonia",N,7,1,2027-08-24
DN-2023-1698,Digital Marketer,Y,86704,"Barcelona, Spain",Y,6,3,2027-08-25
DN-2023-1699,SEO Specialist,Y,92806,"Lisbon, Portugal",Y,5,4,2027-08-26
DN-2023-1700,Product Manager,N,95555,"Ho Chi Minh City, Vietnam",Y,6,3,2027-08-27
DN-2023-1701,Software Developer,Y,70586,"Mexico City, Mexico",Y,9,2,2027-08-28
DN-2023-1702,Digital Marketer,Y,107718,"Berlin, Germany",Y,4,5,2027-08-29
DN-2023-1703,Software Developer,N,53341,"Ho Chi Minh City, Vietnam",Y,9,6,2027-08-30
DN-2023-1704,Software Developer,N,75058,"Ho Chi Minh City, Vietnam",N,8,4,2027-08-31
DN-2023-1705,Digital Marketer,N,82846,"Barcelona, Spain",N,4,5,2027-09-01
DN-2023-1706,DevOps Engineer,Y,109439,"Mexico City, Mexico",Y,5,5,2027-09-02
DN-2023-1707,Data Analyst,Y,75056,"Bali, Indonesia",N,5,6,2027-09-03
DN-2023-1708,SEO Specialist,Y,55404,"Medellin, Colombia",N,6,3,2027-09-04
DN-2023-1709,UX Designer,Y,102319,"Ho Chi Minh City, Vietnam",Y,7,1,2027-09-05
DN-2023-1710,UX Designer,Y,79238,"Dubai, UAE",Y,4,4,2027-09-06
DN-2023-1711,SEO Specialist,Y,46174,"Lisbon, Portugal",Y,3,6,2027-09-07
DN-2023-1712,DevOps Engineer,N,111122,"Bali, Indonesia",Y,5,2,2027-09-08
DN-2023-1713,UX Designer,Y,80555,"Mexico City, Mexico",N,6,2,2027-09-09
DN-2023-1714,Software Developer,Y,107293,"Berlin, Germany",N,5,1,2027-09-10
DN-2023-1715,Graphic Designer,Y,69835,"Tallinn, Estonia",Y,5,1,2027-09-11
DN-2023-1716,Product Manager,Y,54388,"Bali, Indonesia",N,9,3,2027-09-12
DN-2023-1717,Data Scientist,Y,55147,"Berlin, Germany",N,6,2,2027-09-13
DN-2023-1718,UX Designer,Y,104122,"Barcelona, Spain",Y,5,4,2027-09-14
DN-2023-1719,SEO Specialist,Y,63305,"Bangkok, Thailand",Y,5,6,2027-09-15
DN-2023-1720,Graphic Designer,N,39207,"Medellin, Colombia",N,5,1,2027-09-16
DN-2023-1721,Digital Marketer,Y,90009,"Barcelona, Spain",N,8,1,2027-09-17
DN-2023-1722,Data Analyst,N,70485,"Mexico City, Mexico",N,5,1,2027-09-18
DN-2023-1723,SEO Specialist,Y,89046,"Bangkok, Thailand",N,4,6,2027-09-19
DN-2023-1724,Software Developer,Y,61089,"Berlin, Germany",Y,10,4,2027-09-20
DN-2023-1725,Data Analyst,Y,108381,"Bangkok, Thailand",Y,8,2,2027-09-21
DN-2023-1726,Product Manager,Y,115760,"Tallinn, Estonia",Y,4,4,2027-09-22
DN-2023-1727,Product Manager,Y,77869,"Dubai, UAE",Y,5,6,2027-09-23
DN-2023-1728,DevOps Engineer,Y,50536,"Dubai, UAE",N,10,4,2027-09-24
DN-2023-1729,Content Creator,N,100883,"Barcelona, Spain",N,7,3,2027-09-25
DN-2023-1730,DevOps Engineer,N,90955,"Barcelona, Spain",N,7,6,2027-09-26
DN-2023-1731,Graphic Designer,Y,51278,"Mexico City, Mexico",Y,10,1,2027-09-27
DN-2023-1732,Data Analyst,N,118499,"Mexico City, Mexico",Y,4,2,2027-09-28
DN-2023-1733,Content Creator,Y,78341,"Lisbon, Portugal",Y,5,3,2027-09-29
DN-2023-1734,Digital Marketer,N,114022,"Tallinn, Estonia",Y,9,3,2027-09-30
DN-2023-1735,Software Developer,Y,70227,"Mexico City, Mexico",N,3,6,2027-10-01
DN-2023-1736,Data Analyst,Y,116445,"Ho Chi Minh City, Vietnam",Y,8,5,2027-10-02
DN-2023-1737,DevOps Engineer,N,64545,"Tallinn, Estonia",N,9,1,2027-10-03
DN-2023-1738,Data Scientist,Y,74476,"Lisbon, Portugal",N,5,2,2027-10-04
DN-2023-1739,Content Creator,N,77262,"Dubai, UAE",Y,4,2,2027-10-05
DN-2023-1740,Content Creator,Y,81863,"Bali, Indonesia",Y,7,2,2027-10-06
DN-2023-1741,Software Developer,Y,83901,"Lisbon, Portugal",N,5,6,2027-10-07
DN-2023-1742,UX Designer,Y,77559,"Lisbon, Portugal",Y,6,1,2027-10-08
DN-2023-1743,Product Manager,Y,76137,"Barcelona, Spain",N,7,6,2027-10-09
DN-2023-1744,Product Manager,Y,122923,"Medellin, Colombia",Y,10,2,2027-10-10
DN-2023-1745,Data Scientist,N,125780,"Bangkok, Thailand",Y,5,4,2027-10-11
DN-2023-1746,Graphic Designer,Y,49508,"Dubai, UAE",Y,5,4,2027-10-12
DN-2023-1747,Graphic Designer,N,54485,"Berlin, Germany",Y,6,1,2027-10-13
DN-2023-1748,Digital Marketer,N,69090,"Berlin, Germany",N,4,2,2027-10-14
DN-2023-1749,Data Analyst,Y,65860,"Mexico City, Mexico",Y,4,6,2027-10-15
DN-2023-1750,SEO Specialist,N,100597,"Dubai, UAE",N,7,5,2027-10-16
DN-2023-1751,UX Designer,N,88715,"Ho Chi Minh City, Vietnam",N,7,5,2027-10-17
DN-2023-1752,DevOps Engineer,N,109387,"Mexico City, Mexico",N,5,5,2027-10-18
DN-2023-1753,SEO Specialist,N,92217,"Mexico City, Mexico",Y,5,4,2027-10-19
DN-2023-1754,SEO Specialist,N,84775,"Lisbon, Portugal",N,5,6,2027-10-20
DN-2023-1755,Content Creator,Y,38304,"Dubai, UAE",Y,8,5,2027-10-21
DN-2023-1756,Data Scientist,Y,113910,"Bangkok, Thailand",Y,6,2,2027-10-22
DN-2023-1757,Product Manager,N,82476,"Mexico City, Mexico",N,8,2,2027-10-23
DN-2023-1758,Digital Marketer,Y,78544,"Medellin, Colombia",Y,7,5,2027-10-24
DN-2023-1759,Graphic Designer,Y,50786,"Tallinn, Estonia",N,8,3,2027-10-25
DN-2023-1760,Data Scientist,Y,98506,"Ho Chi Minh City, Vietnam",Y,6,5,2027-10-26
DN-2023-1761,Content Creator,N,73170,"Ho Chi Minh City, Vietnam",N,5,3,2027-10-27
DN-2023-1762,DevOps Engineer,Y,71070,"Mexico City, Mexico",Y,8,1,2027-10-28
DN-2023-1763,Digital Marketer,N,85055,"Medellin, Colombia",N,6,1,2027-10-29
DN-2023-1764,Content Creator,Y,51134,"Tallinn, Estonia",N,7,2,2027-10-30
DN-2023-1765,Product Manager,Y,126438,"Bali, Indonesia",Y,8,6,2027-10-31
DN-2023-1766,Product Manager,Y,68557,"Barcelona, Spain",Y,8,4,2027-11-01
DN-2023-1767,Product Manager,Y,64746,"Barcelona, Spain",N,6,6,2027-11-02
DN-2023-1768,Data Scientist,Y,86497,"Barcelona, Spain",Y,7,2,2027-11-03
DN-2023-1769,Data Scientist,N,81163,"Lisbon, Portugal",Y,4,2,2027-11-04
DN-2023-1770,Graphic Designer,N,66451,"Ho Chi Minh City, Vietnam",Y,8,6,2027-11-05
DN-2023-1771,Graphic Designer,Y,49998,"Berlin, Germany",N,8,4,2027-11-06
DN-2023-1772,DevOps Engineer,Y,88310,"Berlin, Germany",N,6,2,2027-11-07
DN-2023-1773,Digital Marketer,N,100161,"Lisbon, Portugal",N,8,4,2027-11-08
DN-2023-1774,Software Developer,N,81426,"Mexico City, Mexico",N,8,2,2027-11-09
DN-2023-1775,Software Developer,Y,74922,"Dubai, UAE",N,9,1,2027-11-10
DN-2023-1776,Content Creator,Y,46612,"Dubai, UAE",Y,10,3,2027-11-11
DN-2023-1777,Product Manager,Y,91855,"Barcelona, Spain",Y,7,2,2027-11-12
DN-2023-1778,Digital Marketer,N,78721,"Dubai, UAE",Y,7,3,2027-11-13
DN-2023-1779,SEO Specialist,Y,84270,"Mexico City, Mexico",N,7,5,2027-11-14
DN-2023-1780,Data Scientist,Y,69885,"Bali, Indonesia",N,7,2,2027-11-15
DN-2023-1781,Data Analyst,Y,62159,"Lisbon, Portugal",Y,9,1,2027-11-16
DN-2023-1782,UX Designer,N,86349,"Bali, Indonesia",N,6,4,2027-11-17
DN-2023-1783,DevOps Engineer,Y,142087,"Ho Chi Minh City, Vietnam",Y,5,1,2027-11-18
DN-2023-1784,Product Manager,Y,82600,"Dubai, UAE",N,4,3,2027-11-19
DN-2023-1785,Product Manager,Y,99037,"Tallinn, Estonia",Y,10,4,2027-11-20
DN-2023-1786,Product Manager,Y,117565,"Barcelona, Spain",Y,10,1,2027-11-21
DN-2023-1787,Data Scientist,Y,97414,"Lisbon, Portugal",N,7,1,2027-11-22
DN-2023-1788,Data Scientist,N,108396,"Barcelona, Spain",N,7,1,2027-11-23
DN-2023-1789,UX Designer,N,85906,"Dubai, UAE",Y,3,6,2027-11-24
DN-2023-1790,SEO Specialist,N,86334,"Bangkok, Thailand",Y,7,4,2027-11-25
DN-2023-1791,Digital Marketer,N,64897,"Dubai, UAE",N,5,1,2027-11-26
DN-2023-1792,Product Manager,Y,96906,"Lisbon, Portugal",N,10,1,2027-11-27
DN-2023-1793,Software Developer,N,89271,"Berlin, Germany",N,8,3,2027-11-28
DN-2023-1794,Graphic Designer,Y,74720,"Lisbon, Portugal",Y,4,1,2027-11-29
DN-2023-1795,Software Developer,Y,63214,"Medellin, Colombia",N,10,1,2027-11-30
DN-2023-1796,Content Creator,N,77282,"Tallinn, Estonia",N,6,5,2027-12-01
DN-2023-1797,Software Developer,Y,92400,"Dubai, UAE",N,10,4,2027-12-02
DN-2023-1798,Content Creator,Y,40119,"Medellin, Colombia",N,4,5,2027-12-03
DN-2023-1799,Data Analyst,Y,73322,"Berlin, Germany",Y,4,6,2027-12-04
DN-2023-1800,Graphic Designer,Y,81972,"Mexico City, Mexico",Y,9,3,2027-12-05
DN-2023-1801,Software Developer,Y,60308,"Mexico City, Mexico",N,6,5,2027-12-06
DN-2023-1802,Data Analyst,N,99633,"Tallinn, Estonia",Y,7,6,2027-12-07
DN-2023-1803,DevOps Engineer,N,96206,"Ho Chi Minh City, Vietnam",N,7,2,2027-12-08
DN-2023-1804,Digital Marketer,Y,85751,"Tallinn, Estonia",Y,4,4,2027-12-09
DN-2023-1805,Data Analyst,Y,79973,"Tallinn, Estonia",Y,6,1,2027-12-10
DN-2023-1806,Digital Marketer,Y,93974,"Tallinn, Estonia",Y,4,5,2027-12-11
DN-2023-1807,Software Developer,N,59570,"Tallinn, Estonia",N,8,5,2027-12-12
DN-2023-1808,SEO Specialist,Y,61116,"Tallinn, Estonia",Y,4,1,2027-12-13
DN-2023-1809,Data Analyst,Y,98361,"Bali, Indonesia",N,10,1,2027-12-14
DN-2023-1810,Graphic Designer,Y,96630,"Berlin, Germany",Y,10,3,2027-12-15
DN-2023-1811,Software Developer,Y,71902,"Lisbon, Portugal",N,6,5,2027-12-16
DN-2023-1812,Product Manager,Y,135795,"Dubai, UAE",Y,5,5,2027-12-17
DN-2023-1813,Data Scientist,N,85225,"Medellin, Colombia",Y,9,2,2027-12-18
DN-2023-1814,Data Analyst,Y,62431,"Tallinn, Estonia",N,5,6,2027-12-19
DN-2023-1815,Graphic Designer,Y,86447,"Ho Chi Minh City, Vietnam",Y,4,2,2027-12-20
DN-2023-1816,DevOps Engineer,Y,114146,"Barcelona, Spain",Y,8,5,2027-12-21
DN-2023-1817,Product Manager,N,134554,"Dubai, UAE",N,10,2,2027-12-22
DN-2023-1818,DevOps Engineer,Y,106173,"Barcelona, Spain",Y,7,5,2027-12-23
DN-2023-1819,Software Developer,Y,59152,"Medellin, Colombia",Y,7,4,2027-12-24
DN-2023-1820,Data Scientist,Y,100352,"Medellin, Colombia",Y,8,3,2027-12-25
DN-2023-1821,Data Analyst,Y,103000,"Dubai, UAE",Y,4,2,2027-12-26
DN-2023-1822,Data Analyst,N,85080,"Ho Chi Minh City, Vietnam",Y,9,5,2027-12-27
DN-2023-1823,SEO Specialist,Y,73529,"Bali, Indonesia",Y,8,2,2027-12-28
DN-2023-1824,SEO Specialist,N,89677,"Mexico City, Mexico",N,3,6,2027-12-29
DN-2023-1825,Software Developer,Y,68122,"Medellin, Colombia",Y,6,3,2027-12-30
DN-2023-1826,Software Developer,N,85910,"Ho Chi Minh City, Vietnam",N,9,4,2027-12-31
DN-2023-1827,Data Scientist,Y,96549,"Medellin, Colombia",Y,5,1,2028-01-01
DN-2023-1828,SEO Specialist,N,77211,"Bangkok, Thailand",Y,4,1,2028-01-02
DN-2023-1829,Graphic Designer,Y,78895,"Mexico City, Mexico",Y,7,2,2028-01-03
DN-2023-1830,Graphic Designer,Y,66902,"Medellin, Colombia",N,7,5,2028-01-04
DN-2023-1831,Data Scientist,N,87512,"Ho Chi Minh City, Vietnam",N,9,6,2028-01-05
